Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck
Gino;69;Mitte;Ausbildung;2;Großstadt;5.0
Lars;55;Rechts;Ausbildung;0;Ländlich;11.0
Hellmuth;20;Mitte;Ausbildung;0;Großstadt;8.5
Käthe;25;Mitte;Ausbildung;3;Ländlich;10.0
Folkert;33;Mitte;Diplom;2;Ländlich;7.0
Walfried;24;Mitte;Ausbildung;0;Kleinstadt;10.5
Marita;51;Mitte;Ausbildung;0;Kleinstadt;6.5
Lina;73;Rechts;Diplom;0;Großstadt;10.0
Krista;64;Mitte;Ausbildung;0;Großstadt;9.0
Paula;58;Mitte;ohne;0;Großstadt;9.0
Sylvester;75;Rechts;Ausbildung;0;Großstadt;8.0
Gerda;71;Mitte;Ausbildung;0;Großstadt;8.5
Elizabeth;58;Mitte;Diplom;0;Kleinstadt;9.5
Ljubica;24;Mitte;ohne;0;Ländlich;7.5
Ludwig;44;Mitte;ohne;0;Großstadt;9.5
Bernfried;32;Mitte;Ausbildung;0;Großstadt;8.0
Ada;38;Mitte;ohne;1;Kleinstadt;8.5
Holm;77;Rechts;Ausbildung;0;Großstadt;9.0
Marlies;30;Mitte;Ausbildung;0;Großstadt;7.5
Nermin;55;Mitte;Ausbildung;0;Ländlich;8.5
Calogero;28;Links;Ausbildung;0;Ländlich;8.5
Johan;59;Mitte;Ausbildung;1;Großstadt;8.5
Anna-Marie;28;Mitte;Ausbildung;0;Großstadt;7.0
Annamaria;26;Mitte;Ausbildung;2;Großstadt;4.5
Heidi;72;Mitte;Ausbildung;0;Vorort;7.5
Mirja;44;Rechts;Ausbildung;0;Ländlich;10.0
Emma;77;Mitte;Ausbildung;2;Ländlich;7.0
Hartmuth;67;Links;Ausbildung;2;Großstadt;7.0
Ella;25;Mitte;Ausbildung;3;Großstadt;5.0
Darko;63;Mitte;Ausbildung;0;Kleinstadt;10.0
Gordana;65;Mitte;Ausbildung;0;Großstadt;7.0
Rüdiger;42;Mitte;ohne;3;Ländlich;7.5
Hedy;23;Mitte;Diplom;0;Kleinstadt;8.5
Fadime;56;Rechts;Fachschulabschluss;0;Großstadt;8.0
Alice;53;Mitte;Ausbildung;0;Großstadt;10.0
Katarina;32;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Martina;23;Mitte;Ausbildung;0;Großstadt;8.0
Ilhan;55;Mitte;Ausbildung;0;Ländlich;9.0
Mercedes;79;Mitte;Ausbildung;0;Großstadt;9.5
Veli;38;Links;Diplom;0;Kleinstadt;7.0
Adina;24;Mitte;ohne;1;Ländlich;9.0
Heinz-Georg;52;Mitte;Diplom;0;Großstadt;6.0
Vlado;34;Mitte;Diplom;1;Großstadt;8.5
Arnold;65;Mitte;Ausbildung;0;Kleinstadt;9.5
Giovanni;26;Mitte;ohne;1;Großstadt;6.0
Frederike;26;Mitte;Ausbildung;0;Großstadt;8.5
Hans-Georg;26;Links;Ausbildung;0;Ländlich;8.0
Sven;67;Mitte;Ausbildung;0;Großstadt;9.0
Karl-Heinz;24;Mitte;Bachelor;1;Kleinstadt;5.5
Sergio;25;Mitte;ohne;2;Kleinstadt;7.0
Klaudia;63;Mitte;Ausbildung;2;Großstadt;5.5
Knut;20;Links;Ausbildung;1;Großstadt;9.5
Ernestine;66;Mitte;Diplom;1;Ländlich;7.5
Vesna;55;Rechts;ohne;1;Ländlich;8.5
Ehrentraud;45;Mitte;Ausbildung;0;Ländlich;9.0
Reza;57;Links;Ausbildung;0;Großstadt;9.0
Ibrahim;62;Rechts;Diplom;2;Großstadt;8.5
Ester;34;Rechts;ohne;0;Großstadt;8.5
Robin;78;Rechts;ohne;1;Kleinstadt;10.0
Margaretha;49;Rechts;Ausbildung;0;Großstadt;8.5
Eckhard;54;Mitte;ohne;2;Großstadt;6.0
Rahel;48;Rechts;Ausbildung;0;Großstadt;6.0
Karl-Hans;58;Mitte;Ausbildung;0;Kleinstadt;6.0
Dominik;53;Mitte;ohne;0;Kleinstadt;10.5
Hans-Gerhard;40;Links;Ausbildung;1;Großstadt;9.5
Siegfried;21;Mitte;Diplom;0;Großstadt;8.0
Cornelia;21;Links;ohne;2;Vorort;10.5
Lili;30;Mitte;ohne;1;Kleinstadt;9.5
Claus;20;Mitte;ohne;1;Vorort;11.5
Hans-Henning;40;Mitte;Ausbildung;2;Großstadt;5.0
Anke;49;Mitte;Diplom;1;Großstadt;6.0
Hans-Ludwig;63;Mitte;Diplom;1;Großstadt;6.0
Romuald;43;Links;Ausbildung;2;Kleinstadt;6.5
Rocco;27;Mitte;Ausbildung;0;Kleinstadt;8.0
Metin;72;Mitte;Fachschulabschluss;2;Vorort;8.0
Agathe;78;Links;Diplom;0;Ländlich;7.0
Eveline;73;Mitte;Ausbildung;0;Großstadt;5.0
Hubertine;64;Mitte;Ausbildung;1;Kleinstadt;7.5
Berta;20;Mitte;Ausbildung;0;Kleinstadt;8.5
Juergen;34;Rechts;Ausbildung;0;Großstadt;8.5
Birgit;72;Mitte;Ausbildung;0;Vorort;10.0
Rita;76;Rechts;Ausbildung;0;Großstadt;7.5
Cecilia;64;Rechts;ohne;2;Großstadt;4.5
Kristiane;53;Mitte;ohne;0;Kleinstadt;8.5
Priska;40;Rechts;Ausbildung;0;Großstadt;7.0
Magret;72;Mitte;Diplom;0;Großstadt;8.0
Telse;61;Rechts;Ausbildung;0;Ländlich;11.0
Simona;27;Mitte;Bachelor;0;Vorort;9.5
Hans-Ulrich;37;Mitte;ohne;1;Großstadt;7.0
Baptist;40;Mitte;Ausbildung;1;Kleinstadt;7.5
Ellen;49;Links;Fachschulabschluss;2;Kleinstadt;8.0
Axel;58;Mitte;Ausbildung;0;Ländlich;9.5
Cengiz;41;Links;Ausbildung;0;Kleinstadt;8.0
Reimar;59;Mitte;ohne;0;Großstadt;7.5
Marika;51;Mitte;Ausbildung;0;Großstadt;7.5
Hans-Gerhard;52;Links;Ausbildung;0;Ländlich;10.5
Hagen;45;Links;Diplom;0;Ländlich;9.5
Francesco;68;Mitte;ohne;3;Kleinstadt;7.0
Eberhard;45;Mitte;Diplom;0;Kleinstadt;8.0
Brunhild;21;Mitte;Ausbildung;0;Kleinstadt;8.0
Klaudia;43;Mitte;Diplom;0;Ländlich;7.5
Rebecca;37;Links;Fachschulabschluss;0;Großstadt;8.0
Christian;32;Mitte;Ausbildung;1;Kleinstadt;8.5
Carsten;74;Mitte;Ausbildung;3;Vorort;8.0
Dominik;53;Rechts;Fachschulabschluss;1;Großstadt;7.0
Melita;57;Mitte;Diplom;0;Großstadt;7.5
Ekkehard;31;Mitte;Diplom;2;Großstadt;8.5
Nikola;22;Rechts;ohne;0;Großstadt;6.5
Petra;74;Mitte;Ausbildung;1;Ländlich;7.0
Inka;74;Mitte;Ausbildung;0;Vorort;6.5
Harry;41;Mitte;Ausbildung;0;Großstadt;7.0
Verena;55;Mitte;Ausbildung;0;Ländlich;10.0
Henning;30;Mitte;Ausbildung;0;Großstadt;6.0
Tillmann;26;Rechts;Ausbildung;0;Großstadt;8.0
Jolanda;76;Mitte;Ausbildung;1;Großstadt;8.0
Klaus Dieter;40;Mitte;Master;2;Großstadt;4.5
Erhardt;49;Mitte;Fachschulabschluss;1;Kleinstadt;8.0
Engin;43;Links;ohne;3;Großstadt;6.5
Benno;42;Mitte;ohne;0;Vorort;7.0
Heidelinde;53;Links;Ausbildung;2;Großstadt;5.5
Sybille;47;Mitte;Ausbildung;0;Ländlich;11.0
Christos;48;Mitte;Fachschulabschluss;3;Vorort;8.5
Flora;26;Mitte;Ausbildung;0;Kleinstadt;10.0
Eckard;50;Mitte;Ausbildung;0;Großstadt;8.0
Erwin;55;Mitte;Diplom;1;Großstadt;8.5
Hans D.;37;Mitte;Ausbildung;1;Kleinstadt;8.5
Eggert;33;Links;Fachschulabschluss;1;Kleinstadt;10.5
Ruben;59;Mitte;Ausbildung;1;Vorort;10.5
Constance;27;Mitte;Ausbildung;3;Kleinstadt;7.5
Renato;74;Mitte;Ausbildung;0;Großstadt;7.0
Lidwina;21;Rechts;Ausbildung;0;Ländlich;8.0
Rebecca;76;Rechts;Ausbildung;1;Großstadt;7.5
Johann;25;Mitte;ohne;0;Großstadt;8.0
Carlo;41;Mitte;Ausbildung;0;Großstadt;9.5
Tomasz;47;Mitte;Ausbildung;0;Kleinstadt;7.5
Jens;35;Links;Ausbildung;0;Großstadt;7.5
Sibilla;64;Mitte;Ausbildung;0;Vorort;8.5
Isa;75;Mitte;Ausbildung;3;Kleinstadt;5.5
Adriane;28;Mitte;Ausbildung;0;Großstadt;7.5
Klothilde;23;Rechts;Ausbildung;0;Vorort;7.5
Rabea;21;Links;Bachelor;1;Großstadt;9.5
Yusuf;49;Mitte;Ausbildung;1;Großstadt;9.5
Sibilla;28;Mitte;Ausbildung;1;Kleinstadt;7.0
Claudius;39;Mitte;Ausbildung;2;Großstadt;8.0
Caroline;53;Mitte;Ausbildung;0;Großstadt;7.5
Heinz-Wilhelm;44;Rechts;Fachschulabschluss;0;Großstadt;10.5
Gisbert;21;Rechts;Ausbildung;0;Großstadt;9.5
Johan;37;Mitte;Ausbildung;2;Großstadt;5.5
Alessandro;41;Links;Fachschulabschluss;1;Großstadt;7.0
Alexei;43;Mitte;ohne;3;Kleinstadt;7.0
Norman;61;Mitte;Promotion;1;Großstadt;8.0
Roy;23;Mitte;ohne;0;Kleinstadt;12.0
Janine;35;Mitte;Ausbildung;0;Großstadt;8.0
Heinz-Joachim;30;Mitte;Ausbildung;0;Ländlich;10.0
German;39;Mitte;Diplom;0;Großstadt;5.5
Kunigunda;23;Mitte;ohne;0;Großstadt;8.5
Helene;66;Mitte;Diplom;0;Kleinstadt;8.5
Inka;72;Mitte;Diplom;0;Kleinstadt;9.0
Sedat;56;Mitte;Fachschulabschluss;0;Großstadt;10.5
Janine;34;Rechts;Ausbildung;0;Großstadt;9.5
Dana;52;Mitte;Ausbildung;0;Großstadt;7.5
Siegried;49;Links;Ausbildung;1;Kleinstadt;8.5
Antonius;39;Mitte;Ausbildung;0;Großstadt;9.5
Henri;37;Mitte;Ausbildung;2;Ländlich;9.5
Gundula;32;Mitte;Bachelor;0;Ländlich;9.0
Ramona;51;Mitte;Ausbildung;0;Großstadt;7.5
Mehmet;25;Mitte;Master;2;Großstadt;6.5
Agata;59;Mitte;Ausbildung;0;Großstadt;8.5
Simon;20;Mitte;ohne;2;Großstadt;8.5
Natalja;42;Rechts;Ausbildung;0;Großstadt;9.0
Cilli;54;Mitte;Ausbildung;0;Kleinstadt;9.5
Carmela;42;Mitte;ohne;1;Kleinstadt;9.5
Ivo;51;Mitte;Ausbildung;0;Großstadt;11.0
Frida;36;Mitte;Master;0;Großstadt;7.0
Michelle;62;Rechts;Ausbildung;0;Kleinstadt;9.5
Damian;77;Mitte;Ausbildung;3;Großstadt;4.5
Blanka;66;Rechts;Fachschulabschluss;0;Großstadt;7.5
Rafael;41;Mitte;ohne;2;Kleinstadt;6.5
Gloria;27;Links;Diplom;2;Großstadt;9.0
Maik;56;Mitte;Ausbildung;1;Ländlich;8.5
Agata;58;Links;Ausbildung;0;Kleinstadt;10.0
Wera;51;Mitte;Ausbildung;0;Ländlich;8.0
Liesbeth;39;Mitte;Master;0;Vorort;7.5
Paula;32;Rechts;Ausbildung;2;Großstadt;6.0
Heinz-Jürgen;70;Mitte;Ausbildung;0;Kleinstadt;9.5
Ingried;40;Mitte;Ausbildung;1;Vorort;9.0
Milos;32;Mitte;Diplom;0;Kleinstadt;8.0
Leo;64;Mitte;ohne;0;Großstadt;8.5
Hüseyin;63;Mitte;Ausbildung;1;Großstadt;8.0
Manuela;38;Mitte;Ausbildung;1;Großstadt;8.0
Sigrid;38;Links;Master;0;Kleinstadt;10.5
Leokadia;25;Links;Ausbildung;1;Kleinstadt;9.0
Angelika;48;Links;Fachschulabschluss;2;Kleinstadt;6.0
Nick;69;Mitte;Diplom;0;Großstadt;7.5
Irmingard;35;Mitte;Ausbildung;0;Großstadt;6.0
Ilja;22;Mitte;Ausbildung;0;Kleinstadt;10.5
Kay-Uwe;28;Mitte;Ausbildung;2;Großstadt;6.5
Felicia;43;Mitte;Fachschulabschluss;2;Großstadt;6.5
Karolina;39;Mitte;Ausbildung;0;Großstadt;7.0
Konstantinos;52;Rechts;Ausbildung;0;Kleinstadt;6.0
Claudius;69;Mitte;Ausbildung;3;Großstadt;6.0
Rolf-Peter;51;Links;Ausbildung;1;Kleinstadt;6.0
Leopold;63;Mitte;Diplom;3;Großstadt;4.5
Wulf;22;Mitte;Ausbildung;1;Großstadt;6.5
Marijan;52;Mitte;Ausbildung;1;Kleinstadt;10.0
Maya;41;Mitte;ohne;1;Großstadt;7.0
Rocco;20;Mitte;Ausbildung;0;Kleinstadt;9.0
Traude;55;Mitte;Ausbildung;0;Großstadt;6.5
Cosima;52;Mitte;Fachschulabschluss;0;Kleinstadt;8.5
Marika;56;Mitte;Diplom;1;Kleinstadt;7.0
Evelyn;52;Mitte;Ausbildung;1;Kleinstadt;10.0
Anastasia;27;Mitte;Ausbildung;2;Vorort;6.0
Gaetano;36;Mitte;Promotion;0;Kleinstadt;6.5
Lydia;39;Links;ohne;3;Großstadt;7.0
Albrecht;68;Mitte;Ausbildung;0;Kleinstadt;11.0
Almuth;48;Mitte;Fachschulabschluss;0;Großstadt;8.0
Bruno;38;Rechts;Ausbildung;1;Kleinstadt;6.5
Janina;44;Mitte;ohne;2;Großstadt;8.0
Marten;51;Mitte;ohne;0;Großstadt;9.5
Dieter;63;Rechts;ohne;0;Großstadt;9.0
Harri;29;Mitte;ohne;0;Kleinstadt;9.5
Friedhelm;37;Mitte;Ausbildung;1;Kleinstadt;10.0
Zdravko;61;Links;Ausbildung;2;Großstadt;6.0
Tatiana;67;Mitte;Ausbildung;1;Großstadt;8.0
Silvia;35;Mitte;Ausbildung;0;Großstadt;8.5
Daniel;54;Mitte;ohne;0;Großstadt;8.0
Adelinde;20;Links;Ausbildung;0;Großstadt;8.0
Vittorio;34;Rechts;Ausbildung;0;Kleinstadt;7.5
Liesa;20;Mitte;Ausbildung;0;Vorort;9.0
Imke;49;Mitte;ohne;0;Großstadt;9.0
Valeri;79;Mitte;Ausbildung;2;Großstadt;8.0
Berthold;30;Links;Fachschulabschluss;1;Großstadt;7.5
Konstantin;48;Links;Ausbildung;0;Großstadt;9.0
Kordula;37;Mitte;Ausbildung;0;Kleinstadt;9.5
Grazyna;46;Rechts;Ausbildung;0;Großstadt;7.5
Silvia;47;Mitte;Ausbildung;0;Großstadt;8.0
Ernst-August;35;Mitte;Diplom;1;Großstadt;7.5
Meta;51;Mitte;Fachschulabschluss;1;Großstadt;6.5
Dogan;29;Mitte;Ausbildung;0;Vorort;9.5
Andrzej;43;Mitte;ohne;0;Großstadt;10.0
Samuel;30;Mitte;Diplom;1;Kleinstadt;8.5
Friedhilde;27;Mitte;Ausbildung;1;Großstadt;7.5
Oswin;47;Mitte;Diplom;1;Vorort;10.0
Emanuel;54;Links;ohne;3;Ländlich;8.0
Albin;51;Links;Ausbildung;1;Großstadt;5.0
Pamela;76;Mitte;Fachschulabschluss;0;Großstadt;8.5
Bastian;64;Mitte;Ausbildung;1;Ländlich;8.0
Sophia;69;Mitte;Promotion;1;Kleinstadt;10.0
Heidelinde;58;Mitte;Diplom;1;Großstadt;7.5
Hasan;31;Mitte;Ausbildung;1;Kleinstadt;7.0
Hans-Gerd;46;Mitte;ohne;0;Großstadt;9.0
Cemal;22;Rechts;ohne;0;Großstadt;11.0
Mijo;40;Links;Ausbildung;0;Kleinstadt;7.0
Willibald;36;Mitte;Diplom;0;Kleinstadt;8.5
Eugen;27;Links;Ausbildung;3;Großstadt;6.5
Bernhardine;61;Mitte;Ausbildung;0;Großstadt;4.5
Gerard;26;Links;Ausbildung;0;Ländlich;11.0
Franca;59;Mitte;Ausbildung;1;Kleinstadt;8.5
Madlen;42;Mitte;Ausbildung;0;Großstadt;8.0
Recep;75;Mitte;ohne;2;Kleinstadt;8.0
Simone;46;Mitte;Ausbildung;0;Großstadt;7.5
Darius;68;Rechts;ohne;0;Großstadt;8.5
Aline;55;Mitte;Diplom;1;Großstadt;7.0
Gertrude;23;Rechts;Ausbildung;1;Großstadt;8.5
Madeleine;56;Mitte;Ausbildung;0;Kleinstadt;9.0
Dragica;52;Mitte;Ausbildung;0;Ländlich;8.5
Hans Georg;70;Mitte;Diplom;2;Großstadt;6.5
Timm;78;Rechts;Ausbildung;0;Vorort;8.5
Milica;27;Mitte;ohne;0;Kleinstadt;10.0
Karl-Friedrich;56;Mitte;Diplom;0;Kleinstadt;7.5
Boris;38;Mitte;Ausbildung;2;Ländlich;7.5
Jutta;35;Mitte;Diplom;0;Großstadt;8.0
Josephine;47;Links;Ausbildung;2;Ländlich;7.5
Thekla;32;Links;Ausbildung;1;Ländlich;7.5
Stanislav;24;Mitte;Diplom;0;Großstadt;6.5
Sepp;62;Mitte;Fachschulabschluss;1;Kleinstadt;8.0
Darius;69;Mitte;Ausbildung;0;Ländlich;9.0
Augusta;42;Mitte;Diplom;1;Kleinstadt;8.0
Marie;58;Mitte;Ausbildung;2;Großstadt;8.0
Sandro;72;Mitte;Fachschulabschluss;0;Großstadt;8.0
Freia;24;Mitte;Ausbildung;0;Großstadt;6.5
Cemal;69;Mitte;Ausbildung;2;Kleinstadt;7.5
Heiko;68;Mitte;Ausbildung;0;Großstadt;8.0
Gisa;49;Mitte;ohne;0;Großstadt;9.5
Rouven;70;Links;Diplom;2;Großstadt;8.5
Franka;28;Mitte;Ausbildung;1;Großstadt;5.0
Zehra;38;Mitte;ohne;2;Großstadt;6.0
Svenja;26;Mitte;Master;3;Ländlich;8.0
Wieland;32;Mitte;Promotion;1;Kleinstadt;8.0
Therese;59;Rechts;Ausbildung;0;Ländlich;8.5
Ronny;35;Mitte;Diplom;0;Ländlich;10.5
Eric;74;Rechts;Ausbildung;1;Großstadt;7.0
Ingolf;58;Mitte;Ausbildung;0;Kleinstadt;7.5
Dan;74;Rechts;ohne;0;Ländlich;8.5
Jakob;68;Links;ohne;0;Kleinstadt;9.5
Henrik;73;Mitte;Ausbildung;0;Großstadt;7.0
Alessandro;28;Mitte;Ausbildung;0;Großstadt;7.5
Hubertine;53;Rechts;Ausbildung;0;Großstadt;8.0
Carin;69;Mitte;Ausbildung;0;Großstadt;6.0
Senta;75;Mitte;Fachschulabschluss;0;Kleinstadt;10.0
Cornelia;41;Mitte;Ausbildung;1;Großstadt;8.0
Svetlana;51;Mitte;Ausbildung;1;Kleinstadt;8.0
Ortwin;36;Mitte;Fachschulabschluss;0;Kleinstadt;8.5
Hendrik;51;Mitte;Fachschulabschluss;0;Großstadt;10.5
Erica;22;Mitte;Ausbildung;2;Kleinstadt;9.5
Catharina;64;Rechts;Diplom;2;Ländlich;9.0
Emmi;52;Mitte;Ausbildung;0;Kleinstadt;9.0
Margarete;56;Mitte;ohne;3;Großstadt;5.5
Murat;30;Mitte;Master;2;Kleinstadt;6.0
Eveline;48;Mitte;ohne;2;Großstadt;4.5
Jessica;42;Rechts;Ausbildung;0;Großstadt;9.0
Peter-Michael;49;Mitte;Diplom;0;Kleinstadt;9.5
Milka;56;Mitte;ohne;1;Kleinstadt;7.0
Rolf-Dieter;37;Mitte;Master;1;Kleinstadt;8.0
Karl-Hans;57;Mitte;Fachschulabschluss;0;Ländlich;10.0
Desiree;36;Mitte;Ausbildung;0;Großstadt;7.0
Marit;69;Links;Fachschulabschluss;1;Großstadt;8.0
Alf;78;Mitte;ohne;0;Kleinstadt;8.5
Anna-Luise;75;Mitte;Diplom;0;Großstadt;6.5
Hans D.;71;Mitte;Fachschulabschluss;1;Großstadt;6.0
Isidor;60;Mitte;Ausbildung;1;Kleinstadt;7.5
Elizabeth;53;Rechts;ohne;2;Vorort;6.5
Silvio;47;Mitte;ohne;1;Kleinstadt;8.0
Hans-Günther;27;Mitte;Fachschulabschluss;2;Vorort;10.0
Katrin;52;Mitte;Ausbildung;1;Großstadt;6.5
Karlheinz;62;Mitte;Ausbildung;0;Großstadt;8.0
Siegfried;75;Rechts;Ausbildung;1;Ländlich;8.0
Erna;33;Links;Ausbildung;0;Großstadt;9.0
Eduard;71;Mitte;Diplom;0;Großstadt;9.0
George;59;Mitte;Ausbildung;0;Großstadt;6.5
Carl;36;Mitte;Ausbildung;0;Großstadt;8.5
Aziz;28;Mitte;Master;0;Ländlich;10.5
Gotthilf;41;Rechts;Ausbildung;0;Großstadt;8.0
Jeannette;29;Links;Diplom;3;Kleinstadt;6.5
Anneke;60;Links;Diplom;0;Ländlich;12.0
Eckard;24;Mitte;ohne;0;Großstadt;7.5
Ignatz;59;Links;Diplom;2;Ländlich;7.5
Anneliese;67;Links;ohne;0;Vorort;8.0
Ingetraud;30;Mitte;Ausbildung;0;Großstadt;8.5
Ildiko;26;Rechts;Bachelor;0;Großstadt;9.5
Marcel;50;Mitte;Diplom;2;Großstadt;7.0
Reingard;55;Mitte;Fachschulabschluss;0;Ländlich;9.0
Siegward;23;Mitte;Diplom;0;Großstadt;9.5
Nathalie;46;Mitte;ohne;0;Großstadt;9.0
Freya;20;Rechts;ohne;1;Kleinstadt;6.0
Sami;32;Mitte;ohne;0;Großstadt;8.0
Kay-Uwe;47;Mitte;Ausbildung;0;Kleinstadt;7.0
Ildiko;51;Mitte;Ausbildung;0;Großstadt;9.0
Jürgen;51;Mitte;Diplom;0;Großstadt;9.0
Priska;32;Mitte;Fachschulabschluss;2;Großstadt;5.5
Kordula;65;Mitte;ohne;1;Großstadt;8.0
Beatrix;79;Mitte;ohne;1;Kleinstadt;6.5
Lena;35;Rechts;Ausbildung;0;Großstadt;10.0
Daniel;38;Mitte;Bachelor;2;Ländlich;11.5
Katja;29;Links;Ausbildung;1;Großstadt;9.0
Sylvana;53;Mitte;ohne;0;Kleinstadt;8.5
Stephan;41;Mitte;Ausbildung;1;Großstadt;8.0
Ernst-Dieter;57;Mitte;ohne;0;Großstadt;9.5
Slavko;31;Mitte;Ausbildung;1;Großstadt;8.0
Hertha;22;Mitte;ohne;1;Großstadt;9.5
Meryem;27;Mitte;Ausbildung;2;Großstadt;8.0
Rouven;53;Mitte;Ausbildung;1;Kleinstadt;8.5
Irmhild;51;Mitte;Ausbildung;2;Kleinstadt;7.5
Falko;79;Rechts;ohne;0;Großstadt;9.0
Julian;58;Mitte;Ausbildung;1;Großstadt;6.5
Hans-Jörg;77;Mitte;Ausbildung;0;Großstadt;7.5
Hans-Friedrich;31;Mitte;Diplom;2;Kleinstadt;5.5
Mina;50;Mitte;Fachschulabschluss;0;Großstadt;8.0
Ada;47;Mitte;Ausbildung;1;Großstadt;8.5
Roy;54;Mitte;Ausbildung;0;Kleinstadt;6.5
Ahmed;45;Mitte;Ausbildung;3;Großstadt;6.5
Theodora;67;Links;Fachschulabschluss;0;Kleinstadt;9.0
Hans-Wolfgang;33;Mitte;Ausbildung;2;Kleinstadt;8.0
Lisbeth;63;Mitte;Ausbildung;2;Kleinstadt;8.0
Karlfried;51;Rechts;Diplom;1;Kleinstadt;9.5
Emma;45;Links;Diplom;1;Großstadt;7.0
Guntram;30;Mitte;Master;1;Großstadt;8.0
Frieder;76;Mitte;Diplom;0;Großstadt;8.5
Damaris;72;Mitte;Fachschulabschluss;0;Großstadt;6.0
Oswin;60;Mitte;Ausbildung;1;Großstadt;6.0
Lia;20;Mitte;Ausbildung;0;Ländlich;10.0
Randolf;44;Rechts;Ausbildung;2;Kleinstadt;7.0
Arthur;43;Mitte;ohne;1;Großstadt;8.0
Linus;47;Mitte;Ausbildung;0;Großstadt;7.5
Gerti;57;Mitte;Ausbildung;0;Großstadt;6.5
Ryszard;64;Links;ohne;0;Ländlich;11.0
Reingard;32;Mitte;Ausbildung;3;Ländlich;8.5
Arnim;51;Mitte;Ausbildung;1;Großstadt;6.0
Madeleine;33;Mitte;ohne;1;Großstadt;8.5
Jost;43;Mitte;ohne;0;Großstadt;9.0
Mathias;36;Links;Bachelor;2;Kleinstadt;7.5
Wanda;38;Rechts;Master;1;Vorort;7.0
Friedrich-Karl;35;Mitte;Fachschulabschluss;1;Kleinstadt;9.5
Diethard;60;Links;Ausbildung;0;Großstadt;9.0
Kristiane;63;Mitte;Ausbildung;0;Kleinstadt;8.0
Bertram;41;Links;Diplom;1;Ländlich;11.0
Claudia;53;Links;ohne;3;Großstadt;6.0
Karl-Hans;35;Mitte;Fachschulabschluss;3;Kleinstadt;7.0
Carolin;28;Mitte;Ausbildung;0;Großstadt;5.5
Björn;27;Mitte;ohne;0;Großstadt;10.5
Lidia;53;Mitte;Ausbildung;1;Großstadt;9.5
Aynur;69;Mitte;Fachschulabschluss;1;Großstadt;6.5
Anica;25;Mitte;Ausbildung;0;Ländlich;7.5
Niklas;68;Mitte;ohne;2;Kleinstadt;7.5
Zehra;49;Mitte;Fachschulabschluss;0;Großstadt;8.5
Gloria;58;Links;ohne;1;Großstadt;7.0
Alf;64;Mitte;Ausbildung;0;Großstadt;7.5
Alexandra;42;Mitte;ohne;0;Großstadt;10.0
Jo;44;Links;ohne;3;Ländlich;6.0
Agathe;33;Rechts;ohne;0;Großstadt;6.5
Slavica;45;Mitte;Ausbildung;1;Ländlich;8.5
Gretl;33;Mitte;Bachelor;0;Kleinstadt;8.0
Friedrich-Karl;21;Mitte;Master;0;Großstadt;8.0
Christiane;30;Mitte;Ausbildung;0;Großstadt;8.0
Frederik;74;Links;Diplom;3;Kleinstadt;6.5
Rosa-Maria;50;Rechts;Ausbildung;1;Großstadt;6.5
Eleonora;54;Mitte;Ausbildung;1;Großstadt;8.5
Wencke;58;Mitte;Diplom;0;Großstadt;6.5
Dimitri;30;Mitte;Ausbildung;0;Großstadt;6.5
Ewald;42;Mitte;ohne;0;Ländlich;10.5
Aleksej;62;Mitte;Ausbildung;0;Kleinstadt;8.0
Henry;57;Mitte;Diplom;2;Großstadt;6.0
Hans;41;Mitte;Ausbildung;1;Großstadt;6.0
Agnieszka;48;Mitte;Ausbildung;0;Großstadt;9.0
Valeska;77;Mitte;ohne;0;Großstadt;10.0
Knud;36;Mitte;Fachschulabschluss;1;Großstadt;8.5
Emilia;38;Mitte;Fachschulabschluss;0;Großstadt;9.5
Ibrahim;27;Links;ohne;0;Großstadt;9.5
Heidi;23;Links;ohne;0;Kleinstadt;9.5
Eckart;23;Rechts;Fachschulabschluss;0;Großstadt;7.5
Desiree;69;Mitte;Ausbildung;1;Kleinstadt;8.0
Jolanthe;64;Mitte;Ausbildung;1;Großstadt;7.0
Hans-Uwe;55;Mitte;Diplom;1;Großstadt;7.5
Emil;43;Mitte;ohne;2;Großstadt;7.0
Bekir;65;Mitte;Ausbildung;1;Großstadt;9.0
Hubert;62;Rechts;ohne;1;Großstadt;9.5
Margret;31;Mitte;Ausbildung;0;Großstadt;8.0
Florentine;21;Mitte;ohne;0;Großstadt;9.0
Anton;25;Rechts;Diplom;0;Großstadt;7.0
Henni;73;Mitte;Ausbildung;0;Kleinstadt;8.5
Birte;58;Mitte;Ausbildung;0;Großstadt;7.5
Bernhardine;78;Mitte;ohne;0;Ländlich;8.0
Hanna;23;Links;Diplom;1;Kleinstadt;9.5
Edit;46;Mitte;Ausbildung;0;Kleinstadt;9.5
Lydia;20;Mitte;Master;2;Großstadt;7.0
Dragan;58;Mitte;ohne;1;Großstadt;6.5
Wendelin;58;Mitte;ohne;0;Großstadt;10.0
Marisa;36;Mitte;ohne;0;Kleinstadt;8.5
Stilla;41;Links;Fachschulabschluss;2;Großstadt;7.0
Heide;57;Mitte;ohne;0;Großstadt;9.5
Tanja;54;Links;Ausbildung;3;Kleinstadt;8.0
Alexei;68;Links;Diplom;0;Großstadt;8.5
Stavros;28;Mitte;Bachelor;0;Ländlich;8.5
