Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck;Bewertung
Harriet;76;Mitte;Ausbildung;3;Großstadt;7.0;1159
Kirstin;69;Links;Ausbildung;1;Kleinstadt;8.0;990
Martin;42;Mitte;Ausbildung;0;Vorort;10.0;977
Urs;42;Links;Ausbildung;0;Großstadt;8.0;658
Swantje;40;Mitte;Ausbildung;1;Kleinstadt;7.0;1104
Sinaida;57;Mitte;Diplom;2;Vorort;6.5;1280
Ludwig;34;Mitte;Master;0;Großstadt;8.0;1039
Helfried;40;Mitte;ohne;0;Großstadt;8.0;813
Herbert;41;Mitte;Ausbildung;1;Großstadt;6.0;1085
Hans-Walter;56;Mitte;Diplom;0;Großstadt;7.0;1080
Ewald;73;Links;Ausbildung;1;Kleinstadt;7.5;804
Karl;47;Links;Ausbildung;0;Ländlich;9.0;842
Theodora;60;Links;Ausbildung;3;Vorort;7.5;904
Sigfried;70;Links;Fachschulabschluss;1;Vorort;7.5;1021
Imke;54;Links;Ausbildung;0;Ländlich;10.5;820
Ralf-Dieter;61;Mitte;Ausbildung;1;Ländlich;9.0;1020
Brita;71;Mitte;Ausbildung;0;Ländlich;8.0;973
Paul;73;Mitte;Fachschulabschluss;0;Kleinstadt;9.0;1029
Jutta;29;Mitte;Fachschulabschluss;0;Großstadt;8.5;785
Agathe;69;Mitte;Ausbildung;2;Kleinstadt;7.0;1151
Fridolin;57;Mitte;Ausbildung;0;Großstadt;8.5;968
Andre;64;Mitte;Ausbildung;2;Großstadt;8.5;1087
Friedl;59;Mitte;ohne;1;Großstadt;7.0;910
Dursun;51;Rechts;Ausbildung;0;Großstadt;6.0;909
David;50;Links;Ausbildung;0;Großstadt;7.5;875
Björn;66;Links;ohne;1;Kleinstadt;7.5;857
Meike;33;Mitte;Ausbildung;0;Großstadt;9.0;951
Viktoria;57;Mitte;ohne;0;Großstadt;7.0;824
Asta;66;Mitte;Ausbildung;0;Ländlich;9.0;948
Alberto;46;Links;ohne;0;Kleinstadt;9.0;756
Marina;44;Mitte;Diplom;1;Kleinstadt;8.0;1192
Paul-Heinz;33;Links;ohne;1;Kleinstadt;11.0;765
Natalia;59;Mitte;Diplom;2;Kleinstadt;5.0;1295
Käthe;51;Mitte;Fachschulabschluss;2;Kleinstadt;7.5;1175
Geraldine;64;Rechts;ohne;0;Großstadt;8.0;704
Tania;27;Mitte;ohne;0;Kleinstadt;7.5;889
Erhard;20;Mitte;Diplom;2;Großstadt;4.5;1295
Uschi;77;Mitte;Diplom;0;Großstadt;8.0;1059
Filippo;33;Mitte;ohne;2;Großstadt;9.0;920
Ortwin;24;Mitte;Ausbildung;1;Kleinstadt;6.5;946
Michaela;76;Mitte;Ausbildung;0;Kleinstadt;8.0;1024
Norbert;41;Rechts;Ausbildung;0;Großstadt;7.0;874
Dragan;49;Mitte;Fachschulabschluss;0;Ländlich;8.0;990
Joseph;64;Mitte;ohne;0;Großstadt;6.5;856
Meta;64;Mitte;Ausbildung;2;Großstadt;5.5;1166
Wolfram;54;Links;Ausbildung;2;Kleinstadt;7.0;1036
Hanns;71;Mitte;ohne;0;Großstadt;6.0;872
Galina;41;Links;Ausbildung;2;Großstadt;8.0;979
Gretchen;59;Links;ohne;0;Kleinstadt;9.0;734
Erika;37;Mitte;ohne;0;Vorort;9.5;849
Leokadia;56;Mitte;Ausbildung;1;Kleinstadt;8.5;1097
Songül;45;Mitte;Fachschulabschluss;0;Kleinstadt;8.5;1053
Anna-Maria;57;Mitte;Ausbildung;2;Großstadt;7.0;1101
Orhan;42;Mitte;Ausbildung;0;Vorort;8.5;1024
Marianna;66;Mitte;ohne;0;Großstadt;7.5;837
Erdal;53;Links;Ausbildung;1;Großstadt;4.5;1058
Natali;43;Links;Diplom;2;Großstadt;8.0;866
Luis;65;Mitte;Fachschulabschluss;0;Großstadt;7.0;997
Isidor;51;Mitte;Ausbildung;1;Kleinstadt;6.5;1143
Michaela;41;Rechts;Ausbildung;1;Kleinstadt;6.5;1033
Zeynep;51;Mitte;Fachschulabschluss;0;Kleinstadt;4.5;1150
Britta;50;Rechts;Diplom;0;Kleinstadt;7.5;1021
Constanze;63;Mitte;Fachschulabschluss;3;Großstadt;7.0;1172
Severin;58;Mitte;Ausbildung;3;Großstadt;9.0;1122
Bernhard;24;Mitte;Bachelor;0;Großstadt;6.0;1055
Ines;40;Mitte;Ausbildung;0;Kleinstadt;9.0;1003
Priska;52;Rechts;ohne;0;Großstadt;7.5;716
Martine;47;Links;Ausbildung;0;Großstadt;6.5;909
Maria;62;Links;ohne;1;Großstadt;6.0;816
Sibel;54;Rechts;Ausbildung;2;Kleinstadt;5.5;1105
Helmuth;47;Mitte;Ausbildung;1;Großstadt;9.5;1023
Cemil;24;Mitte;Ausbildung;0;Großstadt;8.5;761
Gerta;52;Rechts;ohne;0;Großstadt;8.0;713
Nadia;51;Mitte;Diplom;0;Großstadt;6.0;1093
Elena;54;Mitte;Ausbildung;1;Großstadt;10.0;999
Marius;73;Mitte;Ausbildung;0;Großstadt;10.0;932
Philipp;25;Links;Ausbildung;1;Kleinstadt;8.0;609
Fatih;65;Rechts;Ausbildung;1;Großstadt;9.0;912
Mariusz;79;Mitte;Ausbildung;0;Vorort;8.0;1018
Ilja;59;Links;Ausbildung;0;Großstadt;7.0;871
Ortrun;46;Mitte;Ausbildung;2;Kleinstadt;4.5;1248
Irina;28;Mitte;Ausbildung;3;Großstadt;6.0;1200
Meike;51;Mitte;Ausbildung;1;Großstadt;8.5;1043
Clarissa;36;Mitte;Diplom;0;Großstadt;8.0;1051
Daniele;48;Rechts;Ausbildung;0;Kleinstadt;7.0;918
Olena;55;Rechts;Ausbildung;0;Großstadt;8.0;864
Ben;45;Mitte;Ausbildung;0;Kleinstadt;10.0;977
Ditmar;79;Mitte;Diplom;0;Großstadt;10.0;1014
Benita;41;Mitte;Fachschulabschluss;0;Großstadt;7.5;1006
Leon;76;Mitte;Ausbildung;0;Kleinstadt;7.5;1031
Hartmut;41;Mitte;Ausbildung;0;Großstadt;6.0;1020
Alexander;47;Mitte;Ausbildung;2;Großstadt;6.0;1135
Natalia;20;Links;ohne;1;Großstadt;7.5;803
Elfriede;24;Mitte;ohne;2;Kleinstadt;7.0;794
Eileen;56;Mitte;Ausbildung;0;Kleinstadt;11.0;948
Laila;75;Links;Diplom;2;Großstadt;4.0;1170
Dimitrios;57;Mitte;Diplom;1;Ländlich;8.5;1125
Konstanze;33;Mitte;Ausbildung;1;Kleinstadt;10.5;1052
Ingeborg;55;Rechts;Ausbildung;2;Großstadt;8.0;978
Bertram;28;Links;Ausbildung;1;Großstadt;5.0;610
Hanspeter;79;Mitte;Ausbildung;0;Kleinstadt;7.0;1034
Danielle;54;Links;Diplom;2;Großstadt;6.0;908
Annie;69;Links;Ausbildung;1;Kleinstadt;6.5;1033
Hans-Karl;79;Rechts;ohne;0;Großstadt;8.0;701
Sigurd;34;Mitte;ohne;3;Großstadt;6.0;1052
Dierk;44;Links;ohne;2;Kleinstadt;6.5;914
Anna-Lena;69;Mitte;Ausbildung;0;Großstadt;7.0;980
Alina;25;Mitte;Ausbildung;2;Großstadt;6.5;1129
Claus-Dieter;36;Mitte;Fachschulabschluss;1;Kleinstadt;6.5;1163
Ottomar;37;Mitte;Diplom;0;Großstadt;5.0;1119
Freddy;31;Rechts;Ausbildung;0;Großstadt;8.0;856
Ehrhard;45;Mitte;Fachschulabschluss;0;Vorort;7.5;1056
Eleonore;74;Mitte;Ausbildung;2;Kleinstadt;8.0;1138
Maike;25;Rechts;Ausbildung;0;Kleinstadt;6.5;761
Reinhilde;53;Mitte;Ausbildung;2;Großstadt;5.0;1166
Murat;53;Mitte;Diplom;2;Kleinstadt;8.5;1236
Chantal;50;Mitte;ohne;1;Großstadt;5.5;964
Janos;54;Mitte;ohne;0;Großstadt;8.5;811
Gabor;47;Mitte;Ausbildung;0;Vorort;9.0;1007
Randolf;53;Links;Diplom;2;Kleinstadt;6.5;977
Bayram;50;Mitte;Ausbildung;0;Großstadt;9.5;942
Eggert;57;Mitte;Ausbildung;2;Kleinstadt;6.0;1187
Bernward;65;Mitte;Ausbildung;0;Kleinstadt;9.5;993
Antoinette;66;Mitte;ohne;0;Großstadt;10.5;776
Anika;25;Mitte;ohne;3;Kleinstadt;9.0;1046
Hans-Gerhard;69;Mitte;Ausbildung;0;Großstadt;9.5;935
Susann;27;Mitte;Diplom;0;Großstadt;8.5;1051
Margaret;20;Mitte;ohne;0;Kleinstadt;8.5;869
Ludger;39;Mitte;ohne;0;Großstadt;7.0;831
Delia;72;Mitte;Diplom;2;Großstadt;5.0;1241
Mareike;77;Mitte;ohne;0;Großstadt;7.0;832
Anto;39;Links;Ausbildung;2;Kleinstadt;5.0;1100
Hans-Jörg;68;Links;Diplom;1;Großstadt;8.0;824
Franka;79;Mitte;Ausbildung;0;Großstadt;7.0;980
Paola;61;Links;ohne;3;Großstadt;6.0;736
Joana;51;Mitte;Diplom;0;Kleinstadt;8.5;1111
Lisa;43;Mitte;Ausbildung;0;Ländlich;8.5;973
Claus-Peter;65;Mitte;Ausbildung;0;Kleinstadt;10.0;982
Hans-Hinrich;59;Mitte;Ausbildung;0;Kleinstadt;9.5;1005
Evelyne;31;Mitte;Ausbildung;2;Kleinstadt;10.0;1093
Vera;68;Links;ohne;0;Großstadt;6.5;745
Nikolaus;61;Links;Diplom;1;Kleinstadt;9.0;1053
Osman;27;Mitte;ohne;2;Großstadt;6.5;983
Sandor;42;Links;Diplom;1;Großstadt;7.0;1036
Jobst;79;Mitte;Fachschulabschluss;2;Großstadt;6.5;1151
Mona;68;Mitte;ohne;0;Großstadt;6.5;864
Catrin;62;Rechts;Ausbildung;1;Großstadt;8.5;932
Salih;59;Mitte;Ausbildung;1;Ländlich;11.0;965
Wieslaw;66;Links;Ausbildung;0;Kleinstadt;8.0;915
Mareike;43;Links;Promotion;0;Großstadt;8.5;971
Hendrik;38;Links;Diplom;0;Vorort;10.0;762
Edward;44;Links;ohne;2;Großstadt;6.0;872
Friedhilde;36;Links;Master;0;Kleinstadt;7.0;981
Danica;39;Links;Master;0;Großstadt;9.5;710
Sebastiano;54;Rechts;Ausbildung;0;Kleinstadt;9.5;886
Alma;79;Mitte;Ausbildung;0;Großstadt;8.0;967
Lambert;26;Mitte;ohne;2;Kleinstadt;6.5;1036
Guido;34;Mitte;Promotion;3;Großstadt;7.0;1264
Hans-Friedrich;21;Links;Diplom;2;Kleinstadt;8.0;728
Pius;29;Links;Ausbildung;0;Kleinstadt;11.0;840
Filiz;55;Rechts;Ausbildung;0;Vorort;8.5;920
Sandra;20;Links;Ausbildung;2;Großstadt;8.0;609
Irmtraut;32;Rechts;Ausbildung;0;Kleinstadt;10.0;867
Florence;33;Links;Ausbildung;1;Großstadt;6.0;984
Dolores;20;Links;Ausbildung;2;Großstadt;6.5;1020
Sigismund;60;Mitte;Ausbildung;2;Vorort;9.5;1113
Hanni;63;Mitte;Diplom;0;Kleinstadt;8.5;1107
Maya;74;Links;Ausbildung;0;Großstadt;7.5;877
Nada;64;Mitte;ohne;1;Großstadt;7.0;910
Heinfried;61;Mitte;Ausbildung;1;Vorort;8.5;1097
Volkmar;41;Mitte;Diplom;0;Kleinstadt;10.5;1064
Leonid;24;Mitte;Ausbildung;1;Großstadt;6.5;1091
Eberhard;78;Links;ohne;1;Großstadt;6.5;831
Mira;50;Mitte;Diplom;0;Großstadt;9.5;1029
Joerg;45;Rechts;Ausbildung;0;Großstadt;8.0;864
Cordula;56;Links;Ausbildung;0;Großstadt;9.0;832
Sylvio;38;Mitte;Fachschulabschluss;3;Großstadt;7.5;1184
Notburga;25;Mitte;Ausbildung;0;Vorort;9.5;803
Andrzej;60;Rechts;ohne;0;Großstadt;6.5;751
Nevenka;71;Links;Diplom;0;Großstadt;10.0;909
Magrit;48;Mitte;Diplom;0;Vorort;10.5;1060
Klara;69;Rechts;Ausbildung;0;Kleinstadt;9.0;885
Wolf-Dietrich;28;Links;Ausbildung;1;Großstadt;8.5;937
Reinhilde;66;Mitte;Ausbildung;0;Vorort;8.5;1020
Wulf;40;Mitte;Fachschulabschluss;2;Großstadt;6.0;1154
Hedi;66;Links;Diplom;1;Vorort;9.5;1058
Gertraut;35;Mitte;Ausbildung;1;Großstadt;6.0;1083
Cynthia;51;Mitte;Ausbildung;1;Kleinstadt;9.5;1079
Luisa;77;Mitte;ohne;0;Großstadt;10.5;786
Sylvio;64;Mitte;Ausbildung;1;Großstadt;6.5;1089
Edith;43;Links;Ausbildung;3;Großstadt;5.5;1112
Vinko;44;Mitte;Diplom;0;Großstadt;10.0;1012
Stella;22;Mitte;Ausbildung;0;Kleinstadt;9.5;796
Natascha;79;Mitte;Diplom;0;Großstadt;7.0;1058
Abdullah;69;Links;Ausbildung;1;Großstadt;8.0;737
Hannchen;24;Mitte;Ausbildung;0;Großstadt;7.5;977
Bianka;29;Mitte;Diplom;0;Großstadt;8.0;842
Thomas;74;Mitte;ohne;1;Großstadt;6.5;938
Joseph;28;Mitte;Ausbildung;0;Großstadt;9.5;743
Gert;28;Rechts;ohne;0;Großstadt;8.0;727
Leila;43;Mitte;Ausbildung;2;Großstadt;6.5;1130
Alwin;75;Mitte;Ausbildung;0;Großstadt;6.5;999
Diane;22;Mitte;Diplom;0;Großstadt;6.5;883
Nevenka;48;Mitte;Diplom;2;Ländlich;9.5;1138
Dajana;24;Links;Bachelor;2;Großstadt;6.5;1073
Abdul;46;Links;Diplom;3;Kleinstadt;8.5;986
Elfriede;68;Mitte;ohne;0;Großstadt;9.0;805
Deborah;73;Mitte;Ausbildung;1;Großstadt;9.0;1020
Asta;63;Mitte;Ausbildung;0;Großstadt;8.0;971
Leni;72;Mitte;Ausbildung;2;Ländlich;9.0;1061
Marleen;21;Links;Fachschulabschluss;2;Großstadt;7.5;614
Hans-J.;31;Rechts;Diplom;0;Kleinstadt;9.0;971
Friedl;37;Mitte;Ausbildung;0;Großstadt;7.0;982
Irene;49;Rechts;Diplom;0;Kleinstadt;9.0;974
Svenja;71;Links;Ausbildung;1;Ländlich;10.0;896
Nadeschda;26;Mitte;ohne;0;Großstadt;8.5;615
Silvia;34;Links;ohne;0;Kleinstadt;7.5;614
Christa;23;Links;Ausbildung;0;Großstadt;7.5;874
Josefa;66;Mitte;Ausbildung;2;Kleinstadt;8.5;1142
Sami;51;Rechts;Ausbildung;0;Großstadt;5.5;944
Anton;72;Mitte;Promotion;1;Großstadt;9.0;1132
Irena;75;Mitte;Ausbildung;0;Großstadt;9.5;950
Kunibert;67;Mitte;Ausbildung;2;Großstadt;8.5;1086
Danny;41;Rechts;ohne;0;Großstadt;6.5;759
Wally;26;Mitte;Ausbildung;2;Großstadt;9.5;1063
Ewald;61;Links;Ausbildung;2;Kleinstadt;10.5;989
Dusan;36;Mitte;ohne;2;Kleinstadt;9.0;967
Ute;45;Mitte;Ausbildung;1;Großstadt;7.5;1048
Paula;26;Mitte;Fachschulabschluss;0;Kleinstadt;8.0;842
Gertraud;50;Mitte;Ausbildung;0;Kleinstadt;6.0;1068
Ilja;62;Mitte;Ausbildung;1;Kleinstadt;8.0;1099
Julia;53;Mitte;Ausbildung;1;Großstadt;8.5;1048
Ingmar;25;Mitte;Ausbildung;1;Vorort;9.0;1080
Florian;29;Mitte;ohne;0;Großstadt;7.0;631
Lene;20;Mitte;ohne;1;Ländlich;10.5;862
Doreen;65;Mitte;Diplom;2;Großstadt;6.0;1216
Orhan;61;Mitte;Diplom;0;Großstadt;8.0;1056
Catharina;66;Rechts;Ausbildung;0;Großstadt;10.5;824
Waldtraut;71;Mitte;Ausbildung;1;Großstadt;7.0;1055
Hüseyin;54;Links;Fachschulabschluss;0;Großstadt;8.0;883
Hajo;48;Mitte;Fachschulabschluss;1;Großstadt;5.5;1140
Gilbert;30;Links;Diplom;0;Ländlich;9.0;621
Juri;75;Mitte;Promotion;0;Großstadt;9.5;1054
Helen;47;Mitte;Ausbildung;0;Großstadt;8.5;971
Drago;35;Links;Ausbildung;2;Großstadt;8.0;975
Greta;23;Mitte;ohne;0;Großstadt;9.0;789
Severin;78;Mitte;Diplom;0;Vorort;9.0;1084
Ottilie;22;Links;Master;2;Kleinstadt;9.0;677
Ingrid;70;Mitte;Ausbildung;2;Ländlich;8.0;1091
Christine;60;Mitte;Fachschulabschluss;0;Kleinstadt;7.5;1053
Magdalene;65;Links;Ausbildung;1;Großstadt;7.5;944
Aysel;64;Mitte;Ausbildung;0;Vorort;8.0;1015
Karl-Hermann;34;Mitte;Diplom;1;Großstadt;4.5;1251
Felicitas;64;Mitte;Ausbildung;0;Großstadt;8.5;963
Ehrenfried;52;Mitte;Ausbildung;0;Großstadt;5.5;1041
Pascal;46;Mitte;ohne;3;Großstadt;7.5;1011
Frederic;59;Mitte;Ausbildung;0;Großstadt;7.5;981
Hans Peter;22;Rechts;Bachelor;0;Großstadt;7.5;917
Ronald;79;Mitte;Fachschulabschluss;0;Kleinstadt;9.0;1022
Daniele;64;Mitte;Diplom;0;Kleinstadt;8.5;1115
Olena;79;Mitte;Ausbildung;0;Kleinstadt;8.0;1022
Fatih;24;Mitte;ohne;0;Großstadt;9.0;607
Heinz-Josef;41;Rechts;ohne;0;Großstadt;8.0;719
Gerti;47;Rechts;Diplom;0;Großstadt;7.5;956
Boris;64;Mitte;Ausbildung;0;Großstadt;10.0;930
Gitta;32;Mitte;Ausbildung;0;Großstadt;8.5;974
Walter;54;Mitte;Ausbildung;3;Kleinstadt;8.5;1195
Valeri;76;Mitte;ohne;2;Großstadt;9.5;929
Annita;55;Links;Ausbildung;2;Großstadt;5.5;851
Diane;38;Mitte;Ausbildung;0;Großstadt;9.5;945
Christin;71;Links;Ausbildung;2;Großstadt;6.5;1024
Jana;43;Mitte;Ausbildung;2;Vorort;8.5;1143
Susanne;25;Links;Master;0;Großstadt;6.5;967
Eleonora;51;Mitte;Diplom;0;Großstadt;8.5;1052
Elena;35;Mitte;Ausbildung;1;Großstadt;9.5;1023
Valeska;64;Mitte;Ausbildung;0;Kleinstadt;9.5;993
Ferdinand;72;Mitte;Ausbildung;0;Großstadt;8.0;966
Evelin;73;Mitte;Fachschulabschluss;2;Großstadt;9.5;1087
Charles;36;Mitte;Ausbildung;0;Vorort;7.5;1031
Romy;70;Links;Ausbildung;0;Kleinstadt;8.5;907
Metin;37;Rechts;Ausbildung;0;Kleinstadt;6.0;959
Raik;30;Links;Ausbildung;3;Großstadt;6.5;1082
Sevim;68;Mitte;Diplom;1;Kleinstadt;9.0;1155
Edith;39;Links;Diplom;0;Großstadt;8.5;952
Jessika;35;Mitte;Diplom;2;Vorort;7.0;1239
Ilonka;54;Links;Ausbildung;0;Großstadt;7.0;677
Karola;41;Mitte;ohne;0;Kleinstadt;8.5;875
Diane;76;Mitte;Ausbildung;1;Großstadt;6.5;1090
Kata;72;Mitte;Fachschulabschluss;0;Großstadt;7.5;999
Gerlind;55;Links;Ausbildung;2;Kleinstadt;6.0;879
Luis;37;Rechts;ohne;0;Großstadt;7.5;715
Laila;54;Mitte;Ausbildung;0;Großstadt;7.5;978
Constance;36;Mitte;ohne;0;Großstadt;6.5;867
Fritz;50;Mitte;Ausbildung;0;Großstadt;8.5;968
Gisbert;37;Mitte;Diplom;0;Großstadt;6.0;1090
Sibylla;61;Mitte;Ausbildung;1;Großstadt;7.0;1058
Eric;76;Mitte;ohne;0;Großstadt;5.5;896
Henning;72;Rechts;ohne;0;Großstadt;8.0;716
Dusan;78;Mitte;Ausbildung;0;Großstadt;7.5;978
Karin;60;Mitte;Fachschulabschluss;0;Großstadt;8.5;989
Inge;70;Links;Ausbildung;1;Großstadt;8.5;731
Gunar;58;Mitte;Fachschulabschluss;2;Kleinstadt;7.5;1175
Kamil;69;Mitte;Ausbildung;0;Großstadt;6.5;1014
Rosalia;65;Links;Ausbildung;0;Kleinstadt;8.5;919
Annette;77;Mitte;Ausbildung;0;Großstadt;7.0;985
Ingbert;55;Mitte;Diplom;0;Großstadt;11.5;978
Xenia;65;Mitte;Ausbildung;1;Großstadt;7.5;1052
Hans-Uwe;55;Mitte;Ausbildung;1;Vorort;9.5;1077
Arif;31;Links;Ausbildung;0;Kleinstadt;9.0;892
Halina;26;Mitte;Ausbildung;0;Großstadt;8.0;972
Mareen;63;Mitte;ohne;3;Großstadt;8.5;998
Gislinde;22;Links;Ausbildung;1;Großstadt;8.5;941
Heinfried;23;Mitte;Bachelor;1;Großstadt;6.5;1127
Helmar;52;Mitte;Diplom;1;Vorort;8.5;1183
Janos;23;Mitte;Ausbildung;0;Großstadt;8.0;772
Siegried;57;Mitte;Fachschulabschluss;2;Kleinstadt;7.5;1173
Ingmar;62;Links;ohne;3;Großstadt;6.0;725
Gerfried;79;Mitte;Ausbildung;3;Vorort;7.0;1214
Ehrenfried;39;Mitte;Diplom;1;Ländlich;7.5;1147
Serpil;32;Links;Ausbildung;1;Großstadt;9.5;912
Hildegund;56;Mitte;Fachschulabschluss;0;Großstadt;6.5;1026
Heinz-Werner;20;Links;Ausbildung;2;Kleinstadt;6.5;672
Madeleine;74;Mitte;ohne;0;Großstadt;8.0;804
Alexandros;51;Rechts;Ausbildung;0;Großstadt;7.5;862
Margareta;53;Links;Diplom;2;Großstadt;7.5;870
Danica;47;Mitte;ohne;0;Kleinstadt;9.5;847
Franca;41;Mitte;Ausbildung;0;Großstadt;8.0;965
Alban;69;Mitte;Ausbildung;1;Großstadt;9.0;1016
Laszlo;23;Mitte;Ausbildung;1;Großstadt;9.5;1023
Marten;64;Links;ohne;0;Großstadt;9.0;603
Sonja;31;Links;Ausbildung;1;Großstadt;7.5;741
Ottmar;67;Rechts;Ausbildung;0;Kleinstadt;7.5;931
Arne;27;Links;Ausbildung;0;Kleinstadt;9.0;897
Toni;30;Mitte;ohne;0;Großstadt;9.0;788
Eveline;23;Mitte;Ausbildung;2;Großstadt;5.5;1160
Rosi;23;Links;Ausbildung;1;Großstadt;9.0;920
Karolina;44;Rechts;Ausbildung;0;Großstadt;7.5;871
Sylke;21;Mitte;Ausbildung;0;Großstadt;6.0;1016
Ahmed;31;Mitte;Diplom;3;Großstadt;6.0;1286
Hanno;22;Rechts;ohne;0;Großstadt;8.0;700
Wilhelmine;73;Mitte;Fachschulabschluss;1;Großstadt;8.0;1064
Aysel;63;Mitte;Ausbildung;0;Ländlich;9.5;940
Volker;56;Mitte;Ausbildung;0;Kleinstadt;5.0;1096
Marica;41;Mitte;ohne;1;Vorort;8.0;942
Tatjana;45;Mitte;ohne;0;Großstadt;7.5;833
Maurizio;20;Mitte;ohne;0;Vorort;12.0;752
Annelore;21;Links;Ausbildung;2;Großstadt;6.0;1028
Karl-Jürgen;69;Mitte;Ausbildung;1;Kleinstadt;6.5;1140
Fridolin;24;Mitte;Ausbildung;2;Vorort;8.0;1140
Babette;44;Mitte;Ausbildung;0;Großstadt;9.0;940
Filiz;43;Rechts;Ausbildung;0;Großstadt;7.5;875
Hatice;65;Links;Diplom;0;Großstadt;8.0;746
Svetlana;51;Mitte;ohne;0;Großstadt;8.5;815
Galina;61;Mitte;ohne;1;Kleinstadt;9.0;927
Helena;71;Mitte;Ausbildung;1;Großstadt;8.0;1037
Melissa;43;Mitte;Ausbildung;1;Großstadt;9.0;1026
Marie-Theres;32;Mitte;Master;1;Großstadt;9.0;1081
Josephine;22;Mitte;Ausbildung;0;Kleinstadt;8.5;826
Dominic;64;Mitte;Ausbildung;0;Kleinstadt;6.0;1068
Aysel;20;Mitte;Ausbildung;1;Großstadt;9.0;822
Mechthild;51;Mitte;Fachschulabschluss;0;Vorort;8.5;1042
Hans-Werner;23;Links;ohne;3;Großstadt;4.5;998
Zeljko;29;Mitte;Ausbildung;0;Vorort;7.0;831
Katharine;44;Mitte;Ausbildung;2;Kleinstadt;6.0;1175
Faruk;33;Mitte;Master;0;Großstadt;7.0;1038
Camilla;26;Mitte;Ausbildung;2;Kleinstadt;8.0;942
Nicole;66;Mitte;Ausbildung;0;Großstadt;7.5;975
Jenny;38;Rechts;Ausbildung;0;Vorort;9.0;900
Daniel;55;Mitte;Diplom;0;Großstadt;8.5;1054
Othmar;54;Links;Ausbildung;3;Großstadt;7.0;855
Julie;70;Mitte;Ausbildung;0;Großstadt;9.0;943
Ferdi;41;Mitte;Diplom;0;Großstadt;7.0;1066
Margareta;58;Mitte;Ausbildung;0;Vorort;9.5;1005
Susan;57;Mitte;ohne;1;Kleinstadt;9.5;920
Krystyna;45;Mitte;Diplom;2;Großstadt;7.5;1176
Patricia;61;Mitte;ohne;2;Großstadt;5.0;1016
Patrizia;22;Mitte;Ausbildung;0;Großstadt;8.0;767
Wiebke;46;Mitte;ohne;0;Großstadt;5.0;876
Traude;48;Links;ohne;3;Großstadt;6.5;743
Jolanthe;67;Mitte;ohne;0;Vorort;9.0;838
Helmuth;55;Mitte;Ausbildung;2;Großstadt;6.5;1136
Raisa;79;Mitte;Ausbildung;0;Großstadt;6.5;1014
Aleksandra;31;Mitte;Ausbildung;0;Großstadt;9.5;949
Sigrun;59;Mitte;Diplom;0;Ländlich;10.0;1014
Leyla;66;Mitte;Ausbildung;0;Großstadt;8.0;962
Paula;65;Mitte;Fachschulabschluss;1;Großstadt;8.0;1064
Bernt;41;Rechts;Ausbildung;0;Kleinstadt;9.0;890
Jennifer;22;Mitte;Ausbildung;3;Großstadt;7.5;966
Heinz-Willi;25;Mitte;Diplom;0;Großstadt;7.5;868
Nikolai;76;Mitte;Ausbildung;0;Großstadt;7.5;974
Branko;23;Mitte;Ausbildung;2;Kleinstadt;6.5;1185
Regine;46;Rechts;ohne;2;Kleinstadt;8.0;889
Celal;27;Links;Bachelor;0;Ländlich;10.5;856
Juergen;77;Mitte;Ausbildung;0;Großstadt;8.0;963
Marvin;77;Mitte;Ausbildung;2;Großstadt;8.0;1084
Margaretha;41;Rechts;Ausbildung;0;Großstadt;7.0;872
Nicolai;63;Mitte;Diplom;0;Kleinstadt;10.0;1067
Cilly;20;Mitte;Diplom;2;Großstadt;5.0;1259
Philomena;73;Mitte;Fachschulabschluss;1;Großstadt;5.5;1131
Marica;48;Links;ohne;2;Großstadt;8.0;823
Sepp;75;Links;Ausbildung;1;Großstadt;8.0;736
Randolf;20;Mitte;ohne;1;Großstadt;6.5;943
Elisabeth;60;Links;Ausbildung;1;Großstadt;9.5;913
Gordon;23;Mitte;ohne;2;Großstadt;7.5;946
Lars;21;Rechts;Ausbildung;1;Großstadt;7.5;750
Marie-Therese;28;Mitte;Ausbildung;0;Großstadt;7.0;981
René;28;Mitte;Ausbildung;0;Großstadt;7.0;976
Gisela;59;Rechts;Ausbildung;0;Großstadt;9.5;845
Carmela;20;Mitte;Ausbildung;0;Großstadt;6.5;814
Olga;57;Links;Ausbildung;0;Großstadt;6.0;899
Marlis;60;Mitte;Ausbildung;0;Großstadt;7.0;976
Claudius;37;Mitte;Master;1;Großstadt;7.0;1124
Helmtrud;45;Mitte;Ausbildung;0;Kleinstadt;8.0;1025
Laurenz;23;Mitte;ohne;1;Großstadt;7.0;905
Anita;33;Mitte;Fachschulabschluss;2;Kleinstadt;8.0;1158
Irmtraut;29;Rechts;Fachschulabschluss;0;Kleinstadt;8.5;734
Fredo;49;Rechts;Diplom;1;Großstadt;7.5;1036
Alexandre;37;Mitte;ohne;0;Vorort;8.5;872
Hans-Helmut;56;Mitte;ohne;0;Großstadt;9.5;797
Deborah;59;Mitte;Ausbildung;2;Großstadt;9.5;1063
Jolanthe;60;Rechts;Ausbildung;2;Kleinstadt;7.0;1043
Lore;48;Links;ohne;2;Kleinstadt;7.5;883
Heiner;52;Mitte;Ausbildung;1;Vorort;7.0;1102
Theodoros;69;Mitte;Ausbildung;0;Großstadt;8.5;979
